Name;Name Short;Type;Type2;Pool;Pool2;Tier;Attack;Health;Text;Attack Golden;Health Golden;Text Golden;Token;Battlecry;Deathrattle;Taunt;Divine Shield;Windfury;Venomous;Reborn;Avenge;Magnetic;Spellcraft;Blizzard ID;Summon ID;Picture Link;Artist;Flavor;Active;Duos only
Atramedes;Atramedes;Dragon;;Dragon;;4;3;6;Whenever this attacks, deal 3 damage to the target and its neighbors.;6;12;Whenever this attacks, deal 3 damage to the target and its neighbors twice.;;;;;;;;;;;;BG23_362;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_362.png;;;;
Audacious Anchor;Anchor;Pirate;;Pirate;;4;3;13;Start of Combat: Battle the nearest enemy minion to the death!;6;26;Start of Combat: Battle the nearest enemy minion to the death. Then battle again!;;;;;;;;;;;;BG28_904;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_904.png;Peter Stapleton;;;
Ball of Minions;Ball;All;;All;;4;5;5;When you sell this, give its stats to a random friendly minion.;10;10;When you sell this, give its stats to two random friendly minion.;;;;;;;;;;;;BG24_017;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_017.png;;;;
Bassgill;Bassgill;Murloc;;Murloc;;4;7;2;Deathrattle: Summon the highest Health Murloc from your hand for this combat only.;14;4;Deathrattle: Summon the 2 highest Health Murlocs from your hand for this combat only.;;;1;;;;;;;;;BG26_350;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_350.png;;;1;
Bazaar Dealer;Dealer;Demon;;Demon;;4;2;4;1 Tavern spell each turn costs Health instead of Gold to buy. (1 left!);4;8;2 Tavern spells each turn costs Health instead of Gold to buy. (2 left!);;;;;;;;;;;;BG28_905;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_905.png;;;;
Big Brother;Brother;Demon;;Demon;;4;5;4;Taunt After you cast a Tavern spell, minions in the Tavern have +1/+2 this turn.;10;8;Taunt After you cast a Tavern spell, minions in the Tavern have +2/+4 this turn.;;;;1;;;;;;;;BG31_870;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_870.png;;;1;
Bigfernal;Infernal;Demon;;Demon;;4;6;6;After you summon a Demon, gain +1/+1 permanently.;12;12;After you summon a Demon, gain +2/+2 permanently.;;;;;;;;;;;;BGS_204;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_204.png;;;;
Blade Collector;Collector;Pirate;;Pirate;;4;3;2;Also damages the minions next to whomever this attacks.;6;4;Also damages the minions next to whomever this attacks.;;;;;;;;;;;;BG26_817;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_817.png;;;1;
Bonker;Bonker;Quilboar;;Quilboar;;4;3;7;Windfury After this attacks, gain a Blood Gem.;6;14;Windfury After this attacks, get 2 Blood Gems.;;;;;;1;;;;;;BG20_104;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_104.png;;;;
Bream Counter;Counter;Murloc;;Murloc;;4;5;5;While this is in your hand, after you play a Murloc, gain +3/+3.;10;10;While this is in your hand, after you play a Murloc, gain +6/+6.;;;;;;;;;;;;BG26_137;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_137.png;;;1;
Cave Hydra;Hydra;Beast;;Beast;;4;2;4;Also damages the minions next to whomever this attacks.;4;8;Also damages the minions next to whomever this attacks.;;;;;;;;;;;;LOOT_078;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/LOOT_078.png;Peter Stapleton;Can be upgraded into a Cave Lurker.;1;
Champion of Y'Shaarj;Champion;;;All;;4;3;3;Whenever a friendly Taunt minion is attacked, gain +1/+2 permanently.;6;6;Whenever a friendly Taunt minion is attacked, gain +2/+4 permanently.;;;;;;;;;;;;BGS_111;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_111.png;;;;
Clunker Junker;Junker;Mech;;Mech;;4;3;4;Battlecry: Choose a friendly Mech. Discover a Mech to Magnetize to it.;6;8;Battlecry: Choose a friendly Mech. Discover 2 Mechs to Magnetize to it.;;1;;;;;;;;;;BG29_503;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_503.png;;;1;
Cobalt Scalebane;Scalebane;Dragon;;Dragon;;4;5;5;At the end of your turn, give another random friendly minion +3 Attack.;10;10;At the end of your turn, give another random friendly minion +6 Attack.;;;;;;;;;;;;ICC_029;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/ICC_029.png;Jim Nelson;You get a sword! And you get a sword! Everybody gets a sword!;;
Corrupted Myrmidon;Myrmidon;Naga;;Naga;;4;2;2;Start of Combat: Double this minion's stats.;4;4;Start of Combat: Triple this minion's stats.;;;;;;;;;;;;BG23_012;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_012.png;;;1;
Crafty Aranasi;Aranasi;Demon;;Demon;;4;3;10;Whenever this takes damage, deal 5 damage to a random enemy minion.;6;20;Whenever this takes damage, deal 5 damage to a random enemy minion, twice.;;;;;;;;;;;;BG29_821;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_821.png;;;;
Critter Wrangler;Wrangler;Naga;;Naga;;4;4;6;Whenever you cast a spell on a minion, give it +2/+2.;8;12;Whenever you cast a spell on a minion, give it +4/+4.;;;;;;;;;;;;BG23_003;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_003.png;;;;
Dazzling Lightspawn;Lightspawn;Elemental;;Elemental;;4;2;5;Avenge (2): Elementals in Bob's Tavern have +1/+1   for the rest of the game.;4;10;Avenge (2): Elementals in Bob's Tavern have +2/+2   for the rest of the game.;;;;;;;;;1;;;BG21_020;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_020.png;;;;
Defender of Argus;Argus;;;All;;4;3;3;Battlecry: Give adjacent minions +1/+1 and Taunt.;6;6;Battlecry: Give adjacent minions +2/+2 and Taunt.;;1;;;;;;;;;;EX1_093;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/EX1_093.png;Alex Horley Orlandelli;You wouldn’t think that Argus would need this much defending. But it does.;;
Depraved Felfin;Felfin;Demon;Murloc;Demon;Murloc;4;4;3;After you Discover a minion, gain the stats of the other options.;8;6;After you Discover a minion, gain double the stats of the other options.;;;;;;;;;;;;BG30_115;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_115.png;;;;
Doubloon Grifter;Grifter;Pirate;;Pirate;;4;6;6;Whenever you get 4 Pirates, increase your maximum Gold by 1. (4 left!);12;12;Whenever you get 4 Pirates, increase your maximum Gold by 2. (4 left!);;;;;;;;;;;;BG31_826;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_826.png;;;1;
Drakonid Enforcer;Enforcer;Dragon;;Dragon;;4;3;7;After a friendly minion loses Divine Shield, gain +2/+2.;6;14;After a friendly minion loses Divine Shield, gain +4/+4.;;;;;;;;;;;;BGS_067;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_067.png;;;;
Dynamic Duo;Duo;Quilboar;;Quilboar;;4;5;6;Taunt. After a Blood Gem is played on another Quilboar, gain +1/+1.;10;12;Taunt. After a Blood Gem is played on another Quilboar, gain +2/+2.;;;;1;;;;;;;;BG20_207;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_207.png;;;;
Eelbound Archer;Archer;Naga;;Naga;;4;4;4;Spellcraft: Give a minion +8 Attack until next turn.;8;8;Spellcraft: Give a minion +16 Attack until next turn.;;;;;;;;;;;1;BG23_006;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_006.png;;;;
Efficient Engineer;Engineer;Dragon;;Dragon;;4;5;6;Battlecry: Trigger a friendly minion's end of turn effects. (except Young Murk-Eye).;10;12;Battlecry: Trigger a friendly minion's end of turn effects twice. (except Young Murk-Eye).;;1;;;;;;;;;;BG31_301;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_301.png;;;1;
Emergent Flame;Flame;Elemental;;Elemental;;4;5;3;Battlecry: Give an Elemental +1/+1. (Improved by each Refresh this turn!);10;6;Battlecry: Give an Elemental +2/+2. (Improved by each Refresh this turn!);;1;;;;;;;;;;BG27_018;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_018.png;;;;
Ensorcelled Fungus;Fungus;;;All;;4;2;4;Has +2/+2 for each Tavern spell you've cast this game (wherever this is).;4;8;Has +4/+4 for each Tavern spell you've cast this game (wherever this is).;;;;;;;;;;;;BG28_555;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_555.png;;;;
Fairy Gillmother;Gillmother;Murloc;;Murloc;;4;1;5;Taunt At the end of your turn, get a random Murloc.;2;10;Taunt At the end of your turn, get 2 random Murlocs.;;;;1;;;;;;;;BG29_029;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_029.png;;;1;
Fairy Tale Caroler;Caroler;;;All;;4;2;3;Battlecry: If you lost your last combat, give your other minions +2/+2.;4;6;Battlecry: If you lost your last combat, give your other minions +4/+4.;;1;;;;;;;;;;BG26_001;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_001.png;;;;
Fearless Foodie;Foodie;Quilboar;;Quilboar;;4;3;5;"Choose One – Your Blood Gems give an extra +1/+1 this game; or Get 4 Blood Gems.";6;10;"Choose One – Your Blood Gems give an extra +2/+2 this game; or Get 8 Blood Gems.";;;;;;;;;;;;BG30_123;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_123.png;;;1;
Feisty Freshwater;Freshwater;Elemental;;Elemental;;4;6;4;Deathrattle: You and your teammate each gain two Refreshes that cost (0). ;12;8;Deathrattle: You and your teammate each gain four Refreshes that cost (0). ;;;1;;;;;;;;;BGDUO_110;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_110.png;;;1;1
Fireworks Fanatic;Fanatic;;;All;;4;4;3;Whenever you get a minion you already have, give your minions +1/+1.;8;6;Whenever you get a minion you already have, give your minions +2/+2.;;;;;;;;;;;;BG25_922;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_922.png;;;1;
Gem Rat;Gem;Quilboar;;Quilboar;;4;4;4;At the end of your turn, get a 'Gem Day'.;8;8;At the end of your turn, get 2 copies of 'Gem Day'.;;;;;;;;;;;;BG31_326;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_326.png;;;1;
Gem Smuggler;Smuggler;Quilboar;;Quilboar;;4;3;4;Battlecry: Play a Blood Gem on all your other minions.;6;8;Battlecry: Play 2 Blood Gems on all your other minions.;;1;;;;;;;;;;BG25_155;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_155.png;Andrew Hou;;1;
Geomagus Roogug;Roogug;Quilboar;;Quilboar;;4;4;6;Divine Shield. Whenever a Blood Gem is played on this, play a Blood Gem on a different friendly minion.;8;12;Divine Shield. Whenever a Blood Gem is played on this, play 2 Blood Gems on a different friendly minion.;;;;;1;;;;;;;BG28_583;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_583.png;;;1;
Goldgrubber;Goldgrubber;Pirate;;Pirate;;4;4;4;At the end of your turn, gain +2/+2 for each friendly Golden minion.;8;8;At the end of your turn, gain +4/+4 for each friendly Golden minion.;;;;;;;;;;;;BGS_066;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_066.png;;;;
Goldshell Warden;Goldshell;Beast;;Beast;;4;2;4;Battlecry: Give your other Beasts +2/+4.;4;8;Battlecry: Give your other Beasts +4/+8.;;1;;;;;;;;;;BG29_803;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_803.png;;;;
Grave Narrator;Narrator;Undead;;Undead;;4;2;7;Avenge (3): Your teammate gets a random minion of their most common type.;4;14;Avenge (3): Your teammate gets 2 random minions of their most common type.;;;;;;;;;1;;;BGDUO_112;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_112.png;;;1;1
Grease Bot;Greasebot;Mech;;Mech;;4;2;5;Divine Shield After a friendly minion loses Divine Shield, give it +2/+1 permanently.;4;10;Divine Shield After a friendly minion loses Divine Shield, give it +4/+2 permanently.;;;;;1;;;;;;;BG21_024;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_024.png;;;1;
Groundshaker;Groundshaker;Quilboar;;Quilboar;;4;3;8;After a Blood Gem is played on this, give your other minions +2 Attack until next turn.;6;16;After a Blood Gem is played on this, give your other minions +4 Attack until next turn.;;;;;;;;;;;;BG20_106;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_106.png;;;;
Gunpowder Courier;Courier;Pirate;;Pirate;;4;3;6;Whenever you spend 5 Gold, give your Pirates +2 Attack. (5 Gold left!);6;12;Whenever you spend 5 Gold, give your Pirates +4 Attack. (5 Gold left!);;;;;;;;;;;;BG26_810;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_810.png;;;1;
Hackerfin;Hacker;Murloc;;Murloc;;4;5;3;Battlecry: Give your other minions +3/+2 for each Bonus Keyword they have.;10;6;Battlecry: Give your other minions +6/+4 for each Bonus Keyword they have.;;1;;;;;;;;;;BG31_148;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_148.png;;;1;
Ice Fisher;Fisher;Pirate;;Pirate;;4;3;3;After you buy a minion, gain stats equal to its Tier.;6;6;After you buy a minion, gain stats equal to double its Tier.;;;;;;;;;;;;BG30_120;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_120.png;;;;
Ichoron the Protector;Ichoron;Elemental;;Elemental;;4;3;1;Divine Shield Whenever you play an Elemental, give it Divine Shield until next turn.;6;2;Divine Shield Whenever you play an Elemental, give it Divine Shield until next turn.;;;;;1;;;;;;;BG31_812;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_812.png;;;1;
Impatient Doomsayer;Doomsayer;;;Demon;;4;2;6;Avenge (4): Add a random Demon to your hand.;4;12;Avenge (4): Add 2 random Demons to your hand.;;;;;;;;;1;;;BG21_007;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_007.png;;;;
Imposing Percussionist;Percussionist;Demon;;Demon;;4;4;4;Battlecry: Discover a Demon. Deal damage to your hero equal to its Tier.;8;8;Battlecry: Discover 2 Demons. Deal damage to your hero equal to their Tiers.;;1;;;;;;;;;;BG26_525;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_525.png;;;1;
Inspiring Underdog;Underdog;;;All;;4;3;1;Battlecry: Give your minions of Tier 3 or lower +3/+1.;6;2;Battlecry: Give your minions of Tier 3 or lower +6/+2.;;1;;;;;;;;;;BG30_127;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_127.png;;;;
Land Lubber;Lubber;Elemental;Pirate;Elemental;Pirate;4;5;6;The Tavern offers an extra Tavern spell after each Refresh.;10;12;The Tavern offers 2 extra Tavern spells after each Refresh.;;;;;;;;;;;;BG28_556;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_556.png;;;;
Lighter Fighter;Lighter;Mech;;Mech;;4;4;1;Deathrattle: Deal 4 damage to the lowest Health enemy minion twice.;8;2;Deathrattle: Deal 8 damage to the lowest Health enemy minion twice.;;;1;;;;;;;;;BG28_968;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_968.png;;;1;
Lil' Rag;Rag;Elemental;;Elemental;;4;4;4;After you play an Elemental, give a friendly minion stats equal to the Elemental's Tavern Tier.;8;8;After you play an Elemental, give a friendly minion stats equal to the Elemental's Tavern Tier twice.;;;;;;;;;;;;BGS_100;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_100.png;;;;
Long John Copper;Long John;Pirate;;Pirate;;4;4;6;Whenever this takes damage, get a Gold Coin. (3 times per combat.) ;8;12;Whenever this takes damage, get two Gold Coins. (3 times per combat.) ;;;;;;;;;;;;BG29_831;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_831.png;;;;
Magmaloc;Magma;Elemental;Murloc;Elemental;Murloc;4;1;1;At the end of your turn, gain +1/+1. Repeat for each minion you played this turn.;2;2;At the end of your turn, gain +2/+2. Repeat for each minion you played this turn.;;;;;;;;;;;;BG25_046;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_046.png;;;;
Majordomo Executus;Domo;;;Elemental;;4;6;3;At the end of your turn, give your left-most minion +1/+1. Repeat for each Elemental you played this turn.;12;6;At the end of your turn, give your left-most minion +2/+2. Repeat for each Elemental you played this turn.;;;;;;;;;;;;BGS_105;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_105.png;;;;
Malchezaar, Prince of Dance;Malchezaar;Demon;;Demon;;4;5;4;2 Refreshes each turn cost Health instead of Gold. (2 left!);10;8;4 Refreshes each turn cost Health instead of Gold. (4 left!);;;;;;;;;;;;BG26_524;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_524.png;;;1;
Mama Bear;Mama;Beast;;Beast;;4;3;3;Whenever you summon a Beast, give it +3/+3.;6;6;Whenever you summon a Beast, give it +3/+3.;;;;;;;;;;;;BGS_021;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_021.png;;;;
Mantid King;King;;;All;;4;3;3;After your team Passes, randomly gain Venomous, Taunt, or Divine Shield until next turn.;6;6;After your team Passes, randomly gain Venomous, Taunt, or Divine Shield.;;;;;;;;;;;;BGDUO31_212;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_212.png;;;1;1
Marquee Ticker;Ticker;Mech;;Mech;;4;1;5;At the end of your turn, get a random Tavern spell.;2;10;At the end of your turn, get 2 random Tavern spells.;;;;;;;;;;;;BG31_178;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_178.png;;;1;
Master of Realities;Master;;;Elemental;;4;4;4;Taunt. After a friendly Elemental gains stats, gain +1/+1.;8;8;Taunt. After a friendly Elemental gains stats, gain +2/+2.;;;;1;;;;;;;;BG21_036;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_036.png;;;;
Mechano-Egg;Egg;Mech;;Mech;;4;0;5;Deathrattle: Summon an 8/8 Robosaur.;0;10;Deathrattle: Summon a 16/16 Robosaur.;;;1;;;;;;;;;BOT_537;BOT_537t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BOT_537.png;Hideaki Takamura;When you need more iron in your diet.;;
Mechano-Tank;Tank;Mech;;Mech;;4;5;3;Avenge (2): Deal 5 damage to the highest Health enemy minion.;10;6;Avenge (2): Deal 5 damage to the highest Health enemy minion twice.;;;;;;;;;1;;;BG21_023;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_023.png;;;;
Menagerie Jug;Jug;;;All;;4;3;3;Battlecry: Give 3 random friendly minions of different minion types +3/+3.;6;6;Battlecry: Give 3 random friendly minions of different minion types +6/+6.;;1;;;;;;;;;;BGS_083;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_083.png;;;;
Mirror Monster;Mirror;All;;All;;4;4;4;When you buy or Discover this, get an extra copy and Pass it.;8;8;When you buy or Discover this, get 2 extra copies and Pass them.;;;;;;;;;;;;BGDUO_108;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_108.png;;;1;1
Motley Phalanx;Phalanx;All;;All;;4;2;1;Taunt. Deathrattle: Give a friendly minion of each type +2/+1 permanently.;4;2;Taunt. Deathrattle: Give a friendly minion of each type +4/+2 permanently.;;;1;1;;;;;;;;BG27_080;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_080.png;;;;
Mythrax the Unraveler;Mythrax;;;All;;4;4;2;At the end of your turn, gain +2/+1 for each minion type you control.;8;4;At the end of your turn, gain +4/+2 for each   minion type you control.;;;;;;;;;;;;BGS_202;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_202.png;;;1;
Necrolyte;Necrolyte;Quilboar;;Quilboar;;4;3;3;Battlecry: Play 2 Blood Gems on a friendly minion. It steals all Blood Gems from its neighbors.;6;6;Battlecry: Play 4 Blood Gems on a friendly minion. It steals all Blood Gems from its neighbors.;;1;;;;;;;;;;BG20_202;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG20_202.png;;;;
Nether Drake;Drake;Dragon;;Dragon;;4;2;6;At the end of your turn, give your Dragons +1 Attack and upgrade this.;4;12;At the end of your turn, give your Dragons +2 Attack and upgrade this.;;;;;;;;;;;;BG24_003;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_003.png;;;1;
Nomi, Kitchen Nightmare;Nomi;;;Elemental;;4;4;4;After you play an Elemental, Elementals in the Tavern have +2/+1 this game.;8;8;After you play an Elemental, Elementals in the Tavern have +4/+2 this game.;;;;;;;;;;;;BGS_104;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_104.png;;;1;
Oceanfloor Rummager;Rummager;Murloc;;Murloc;;4;2;6;At the end of your turn, give your team's minions +1 Attack for each different bonus keyword in your warbands.;4;12;At the end of your turn, give your team's minions +2 Attack for each different bonus keyword in your warbands.;;;;;;;;;;;;BGDUO31_206;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_206.png;;;1;1
Outback Smolderer;Smolderer;Dragon;;Dragon;;4;4;3;At the end of your turn, get a 2/1 Smolderwing with "Battlecry: Give a Dragon +5 Attack.";8;6;At the end of your turn, get two 2/1 Smolderwings with "Battlecry: Give a Dragon +5 Attack.";;;;;;;;;;;;BG28_592;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_592.png;;;;
Peckish Feldrake;Feldrake;Demon;Dragon;Demon;Dragon;4;0;1;Battlecry: Consume 3 minions in the Tavern to gain their stats.;0;2;Battlecry: Consume 3 minions in the Tavern to gain double their stats.;;1;;;;;;;;;;BG27_009;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_009.png;;;;
Peggy Brittlebone;Peggy;Pirate;;Pirate;;4;6;5;After a card is added to your hand, give another friendly Pirate +1/+1.;12;10;After a card is added to your hand, give another friendly Pirate +2/+2.;;;;;;;;;;;;BG21_016;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_016.png;;;;
Persistent Poet;Poet;Dragon;;Dragon;;4;2;3;Divine Shield. Adjacent Dragons permanently keep your enchantments from combat.;4;6;Divine Shield. Adjacent Dragons permanently keep and double your enchantments from combat.;;;;;1;;;;;;;BG29_813;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_813.png;;;1;
Plagued Tidewalker;Tidewalker;Undead;Murloc;Undead;Murloc;4;2;7;Venomous;4;14;Venomous;;;;;;;1;;;;;BG26_361;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_361.png;;;;
Possessive Banshee;Banshee;Undead;;Undead;;4;2;7;Battlecry: Give an Undead +2/+7.;4;14;Battlecry: Give an Undead +4/+14.;;1;;;;;;;;;;BG25_004;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_004.png;;;;
Prestor's Pyrospawn;Prestor;Dragon;;Dragon;;4;3;5;Whenever another friendly Dragon attacks, deal 3 damage to its target.;6;10;Whenever another friendly Dragon attacks, deal 6 damage to its target.;;;;;;;;;;;;BG21_012;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_012.png;;;;
Private Chef;Chef;Naga;;Naga;;4;5;4;Spellcraft: Choose a minion. Get a different random minion of its type, then Pass it.;10;8;Spellcraft: Choose a minion. Get 2 different random minions of its type, then Pass them.;;;;;;;;;;;1;BGDUO31_209;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_209.png;;;1;1
Prized Promo-Drake;Promo-Drake;Dragon;;Dragon;;4;3;3;Start of Combat: Give your other Dragons +3/+3.;6;6;Start of Combat: Give your other Dragons +6/+6.;;;;;;;;;;;;BG21_014;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_014.png;;;1;
Prosthetic Hand;Prosthetic;Undead;Mech;Undead;Mech;4;3;1;Magnetic, Reborn. Can Magnetize to Mechs and Undead.;6;2;Magnetic, Reborn. Can Magnetize to Mechs and Undead.;;;;;;;;1;;1;;BG_DEEP_015;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_DEEP_015.png;;;1;
Qiraji Harbinger;Harbinger;;;All;;4;5;5;After a friendly minion with Taunt dies, give its neighbors +2/+2.;10;10;After a friendly minion with Taunt dies, give its neighbors +4/+4.;;;;;;;;;;;;BGS_112;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_112.png;;;;
Rapscallion Recruiter;Recruiter;Pirate;;Pirate;;4;6;2;Deathrattle: Summon 2 Scallywags.;12;4;Deathrattle: Summon 2 Golden Scallywags.;;;1;;;;;;;;;BG26_018;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_018.png;Angelo Bortolini;;1;
Razorgore, the Untamed;Razorgore;Dragon;;Dragon;;4;2;4;At the end of your turn, gain +1/+2 for each other friendly Dragon.;4;8;At the end of your turn, gain +2/+4 for each other friendly Dragon.;;;;;;;;;;;;BGS_036;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_036.png;;;;
Reanimating Rattler;Rattler;Beast;;Beast;;4;4;3;At the end of your turn, give another friendly Beast Reborn.;8;6;At the end of your turn, give 2 other friendly Beasts Reborn.;;1;;;;;;;;;;BG21_003;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_003.png;;;;
Recycling Wraith;Wraith;Elemental;;Elemental;;4;5;4;After you play an Elemental, your next Refresh costs (1) less.;10;8;After you play an Elemental, your next two Refreshes cost (1) less.;;;;;;;;;;;;BG21_040;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_040.png;;;;
Reef Explorer;Explorer;;;All;;4;3;3;Battlecry: Discover a minion from a minion type you don't control.;6;6;Battlecry: Discover 2 minions from minion types you don't control.;;1;;;;;;;;;;BG23_016;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_016.png;;;;
Rendle the Mistermind;Rendle;;;All;;4;4;5;At the end of your turn, steal the highest Tier card from the Tavern.;8;10;At the end of your turn, steal the 2 highest Tier cards from the Tavern.;;;;;;;;;;;;BG24_022;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG24_022.png;;;;
Ring Matron;Matron;Demon;;Demon;;4;6;4;Taunt Deathrattle: Summon two 3/2 Imps.;12;8;Taunt Deathrattle: Summon two 6/4 Imps.;;;1;1;;;;;;;;DMF_533;DMF_533t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/DMF_533.png;James Ryman;But where does she keep them?;;
Rylak Metalhead;Rylak;Beast;;Beast;;4;5;3;Taunt Deathrattle: Trigger the Battlecry of an adjacent minion.;10;6;Taunt Deathrattle: Trigger the Battlecries of adjacent minions.;;;1;1;;;;;;;;BG26_801;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_801.png;;;1;
San'layn Scribe;Scribe;Undead;;Undead;;4;4;4;Has +4/+4 for each of your team's San'layn Scribes that died this game (wherever this is).;8;8;Has +8/+8 for each of your team's San'layn Scribes that died this game (wherever this is).;;;;;;;;;;;;BGDUO31_208;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_208.png;;;1;1
